"notes","hqCity","keywords","hqCountry","hqProvince","qualityFlags","sourceOrigin","sourceUrl","themes","primaryTheme","confidenceScore","seedBatchId","hqRegion","industrySectorsDerivedReasons","sectorSynonymsUsed","geoScope","lastVerifiedAt","website","entityType","synonyms","themeConfidence","industryLabel","tags","industrySectors","domain","name","normalizedName","id","created_date","updated_date","created_by_id","created_by","is_sample"
"Entreprise spécialisée en cybersécurité offrant des solutions avancées d'analyse des menaces et protection des infrastructures IT.","Montréal","[]","CA","QC","[]","IMPORT","https://neofluxtech.ca","[""Technologies & IA""]","Technologies & IA","75","KB_QC_ENRICHMENT_2026","MTL","[]","[]","MTL_CMM","","https://neofluxtech.ca","company","[]","0.75","Technologies & IA","[""cybersécurité"", ""sécurité informatique""]","[""Entreprises de cybersécurité""]","neofluxtech.ca","NéoFlux Technologies","neoflux technologies","ca9e3659a54d4d2b98780275","2026-03-02T01:19:30.000000","2026-03-02T01:19:30.000000","kb_enrichment_2026","kb_enrichment_2026@manus.ai","false"
"Studio indépendant de jeux vidéo créant des expériences immersives en 3D pour plateformes mobiles et consoles.","Montréal","[]","CA","QC","[]","IMPORT","https://pixelforgestudios.com","[""Technologies & IA""]","Technologies & IA","75","KB_QC_ENRICHMENT_2026","MTL","[]","[]","MTL_CMM","","https://pixelforgestudios.com","company","[]","0.75","Technologies & IA","[""jeu vidéo"", ""studio"", ""divertissement""]","[""Studios de jeux vidéo""]","pixelforgestudios.com","PixelForge Studios","pixelforge studios","ab14957daf24417a82c0538b","2026-03-02T01:19:30.000000","2026-03-02T01:19:30.000000","kb_enrichment_2026","kb_enrichment_2026@manus.ai","false"
"Fournisseur de solutions cloud hybrides et services d’hébergement sécurisé pour entreprises de toutes tailles.","Longueuil","[]","CA","QC","[]","IMPORT","https://cloudnexus.ca","[""Technologies & IA""]","Technologies & IA","75","KB_QC_ENRICHMENT_2026","MTL","[]","[]","MTL_CMM","","https://cloudnexus.ca","company","[]","0.75","Technologies & IA","[""cloud"", ""hébergement"", ""infrastructure""]","[""Fournisseurs de services cloud et hébergement""]","cloudnexus.ca","CloudNexus Solutions","cloudnexus solutions","6a3925ff6a04459689469f03","2026-03-02T01:19:30.000000","2026-03-02T01:19:30.000000","kb_enrichment_2026","kb_enrichment_2026@manus.ai","false"
"Agence spécialisée en développement d’applications web et mobiles utilisant React, Vue et Flutter.","Montréal","[]","CA","QC","[]","IMPORT","https://reactivalabs.com","[""Technologies & IA""]","Technologies & IA","75","KB_QC_ENRICHMENT_2026","MTL","[]","[]","MTL_CMM","","https://reactivalabs.com","company","[]","0.75","Technologies & IA","[""développement web"", ""React"", ""mobile"", ""Flutter""]","[""Agences de développement web et mobile""]","reactivalabs.com","Reactiva Labs","reactiva labs","5ec48879f85c42a29316023b","2026-03-02T01:19:30.000000","2026-03-02T01:19:30.000000","kb_enrichment_2026","kb_enrichment_2026@manus.ai","false"
"Développe des solutions robotiques automatisées pour l’industrie manufacturière au Québec.","Laval","[]","CA","QC","[]","IMPORT","https://robopulse.ca","[""Technologies & IA""]","Technologies & IA","75","KB_QC_ENRICHMENT_2026","MTL","[]","[]","MTL_CMM","","https://robopulse.ca","company","[]","0.75","Technologies & IA","[""robotique"", ""automatisation"", ""industrie 4.0""]","[""Entreprises d'automatisation industrielle et robotique""]","robopulse.ca","RoboPulse Automation","robopulse automation","f753f3f0890d4516a28c99ab","2026-03-02T01:19:30.000000","2026-03-02T01:19:30.000000","kb_enrichment_2026","kb_enrichment_2026@manus.ai","false"
"Entreprise spécialisée en data science, fournissant des analyses avancées et modèles prédictifs pour PME.","Montréal","[]","CA","QC","[]","IMPORT","https://datavistaanalytics.com","[""Technologies & IA""]","Technologies & IA","75","KB_QC_ENRICHMENT_2026","MTL","[]","[]","MTL_CMM","","https://datavistaanalytics.com","company","[]","0.75","Technologies & IA","[""data science"", ""analytics"", ""big data""]","[""Entreprises de data science et analytics""]","datavistaanalytics.com","DataVista Analytics","datavista analytics","4c69a4bf37e944d59c5a273c","2026-03-02T01:19:30.000000","2026-03-02T01:19:30.000000","kb_enrichment_2026","kb_enrichment_2026@manus.ai","false"
"Startup innovante en intelligence artificielle spécialisée en NLP et vision par ordinateur pour solutions d’entreprise.","Montréal","[]","CA","QC","[]","IMPORT","https://synaptiq.ai","[""Technologies & IA""]","Technologies & IA","75","KB_QC_ENRICHMENT_2026","MTL","[]","[]","MTL_CMM","","https://synaptiq.ai","company","[]","0.75","Technologies & IA","[""IA"", ""NLP"", ""machine learning"", ""vision par ordinateur""]","[""Startups IA en NLP, vision par ordinateur, ML""]","synaptiq.ai","SynaptiQ AI","synaptiq ai","b5387f3b0ada47c5aa5abe12","2026-03-02T01:19:30.000000","2026-03-02T01:19:30.000000","kb_enrichment_2026","kb_enrichment_2026@manus.ai","false"
"Développe des solutions IoT pour la gestion intelligente des bâtiments et infrastructures urbaines.","Brossard","[]","CA","QC","[]","IMPORT","https://ioterasolutions.com","[""Technologies & IA""]","Technologies & IA","75","KB_QC_ENRICHMENT_2026","MTL","[]","[]","MTL_CMM","","https://ioterasolutions.com","company","[]","0.75","Technologies & IA","[""IoT"", ""internet des objets"", ""smart devices""]","[""Fournisseurs de solutions IoT""]","ioterasolutions.com","IOTera Solutions","iotera solutions","4c2f46aa0f994e229acfb26b","2026-03-02T01:19:30.000000","2026-03-02T01:19:30.000000","kb_enrichment_2026","kb_enrichment_2026@manus.ai","false"
"Spécialiste en solutions de réalité augmentée et virtuelle pour formation, marketing et divertissement.","Montréal","[]","CA","QC","[]","IMPORT","https://virtuscape.com","[""Technologies & IA""]","Technologies & IA","75","KB_QC_ENRICHMENT_2026","MTL","[]","[]","MTL_CMM","","https://virtuscape.com","company","[]","0.75","Technologies & IA","[""réalité augmentée"", ""réalité virtuelle"", ""AR"", ""VR""]","[""Entreprises de réalité augmentée/virtuelle""]","virtuscape.com","VirtuScape AR","virtuscape ar","30b52fe37bc847a2ac99ec78","2026-03-02T01:19:30.000000","2026-03-02T01:19:30.000000","kb_enrichment_2026","kb_enrichment_2026@manus.ai","false"
"Fournisseur de solutions technologiques pour automatiser les processus RH et améliorer la gestion du capital humain.","Montréal","[]","CA","QC","[]","IMPORT","https://hrnextsolutions.com","[""Technologies & IA""]","Technologies & IA","75","KB_QC_ENRICHMENT_2026","MTL","[]","[]","MTL_CMM","","https://hrnextsolutions.com","company","[]","0.75","Technologies & IA","[""ressources humaines"", ""technologie RH"", ""gestion du personnel""]","[""Fournisseurs de solutions RH tech""]","hrnextsolutions.com","HRNext Solutions","hrnext solutions","882f449195954117826ae823","2026-03-02T01:19:30.000000","2026-03-02T01:19:30.000000","kb_enrichment_2026","kb_enrichment_2026@manus.ai","false"
"Développe des outils de marketing automation pour optimiser les campagnes et personnaliser l’engagement client.","Montréal","[]","CA","QC","[]","IMPORT","https://automark.ca","[""Technologies & IA""]","Technologies & IA","75","KB_QC_ENRICHMENT_2026","MTL","[]","[]","MTL_CMM","","https://automark.ca","company","[]","0.75","Technologies & IA","[""marketing automation"", ""CRM"", ""campagnes marketing""]","[""Entreprises de marketing automation""]","automark.ca","Automark Solutions","automark solutions","235266cb6c6f4048b6678bec","2026-03-02T01:19:30.000000","2026-03-02T01:19:30.000000","kb_enrichment_2026","kb_enrichment_2026@manus.ai","false"
"Start-up fintech offrant une plateforme sécurisée de paiement en ligne et solutions de gestion financière pour PME.","Montréal","[]","CA","QC","[]","IMPORT","https://mercurypay.ca","[""Technologies & IA""]","Technologies & IA","75","KB_QC_ENRICHMENT_2026","MTL","[]","[]","MTL_CMM","","https://mercurypay.ca","company","[]","0.75","Technologies & IA","[""fintech"", ""paiement en ligne"", ""plateforme de paiement""]","[""Plateformes de paiement et fintech""]","mercurypay.ca","MercuryPay Solutions","mercurypay solutions","701d083044fa45f196d22759","2026-03-02T01:19:30.000000","2026-03-02T01:19:30.000000","kb_enrichment_2026","kb_enrichment_2026@manus.ai","false"
"Éditeur de logiciel ERP complet destiné aux PME, intégrant gestion RH, CRM et comptabilité.","Québec","[]","CA","QC","[]","IMPORT","https://integra-erp.com","[""Technologies & IA""]","Technologies & IA","75","KB_QC_ENRICHMENT_2026","QC_OTHER","[]","[]","QC_OTHER","","https://integra-erp.com","company","[]","0.75","Technologies & IA","[""ERP"", ""logiciel"", ""gestion d'entreprise""]","[""Éditeurs de logiciels ERP/CRM/RH""]","integra-erp.com","Integra ERP Solutions","integra erp solutions","5db9d103ae054b99a8461b35","2026-03-02T01:19:30.000000","2026-03-02T01:19:30.000000","kb_enrichment_2026","kb_enrichment_2026@manus.ai","false"
"Startup spécialisée en intelligence artificielle appliquée à la vision par ordinateur et apprentissage profond.","Montréal","[]","CA","QC","[]","IMPORT","https://bluewavelabs.io","[""Technologies & IA""]","Technologies & IA","75","KB_QC_ENRICHMENT_2026","MTL","[]","[]","MTL_CMM","","https://bluewavelabs.io","company","[]","0.75","Technologies & IA","[""machine learning"", ""deep learning"", ""vision artificielle""]","[""Startups IA en NLP, vision par ordinateur, ML""]","bluewavelabs.io","BlueWave Labs","bluewave labs","6cb645a331a6411495a9a064","2026-03-02T01:19:30.000000","2026-03-02T01:19:30.000000","kb_enrichment_2026","kb_enrichment_2026@manus.ai","false"
"Fournisseur de plateformes d'automatisation marketing pour campagnes numériques personnalisées et analytics.","Montréal","[]","CA","QC","[]","IMPORT","https://marketpilotautomation.ca","[""Technologies & IA""]","Technologies & IA","75","KB_QC_ENRICHMENT_2026","MTL","[]","[]","MTL_CMM","","https://marketpilotautomation.ca","company","[]","0.75","Technologies & IA","[""marketing automation"", ""CRM"", ""publicité numérique""]","[""Entreprises de marketing automation""]","marketpilotautomation.ca","MarketPilot Automation","marketpilot automation","4d1f2768d09b44c2b93b6f2d","2026-03-02T01:19:30.000000","2026-03-02T01:19:30.000000","kb_enrichment_2026","kb_enrichment_2026@manus.ai","false"
"Développe une plateforme e-commerce innovante facilitant la création de marketplaces pour petites entreprises.","Montréal","[]","CA","QC","[]","IMPORT","https://elevatecommerce.ca","[""Technologies & IA""]","Technologies & IA","75","KB_QC_ENRICHMENT_2026","MTL","[]","[]","MTL_CMM","","https://elevatecommerce.ca","company","[]","0.75","Technologies & IA","[""e-commerce"", ""marketplace"", ""plateforme de vente en ligne""]","[""Plateformes e-commerce et marketplaces""]","elevatecommerce.ca","Elevate Commerce","elevate commerce","1b2ff3f152a74a859f38f495","2026-03-02T01:19:30.000000","2026-03-02T01:19:30.000000","kb_enrichment_2026","kb_enrichment_2026@manus.ai","false"
"Agence spécialisée dans le développement d'applications web et mobiles avec React et Flutter.","Montréal","[]","CA","QC","[]","IMPORT","https://nexusreact.ca","[""Technologies & IA"", ""Développement web""]","Développement web et mobile","80","KB_QC_ENRICHMENT_2026","MTL","[]","[]","MTL_CMM","","https://nexusreact.ca","company","[]","0.85","Technologies & IA","[""React"", ""Flutter"", ""Mobile""]","[""Technologies & IA"", ""Développement web"", ""Flutter""]","nexusreact.ca","Nexus React Solutions","nexus react solutions","61901d93ab3748f98b3c7331","2026-03-02T01:19:30.000000","2026-03-02T01:19:30.000000","kb_enrichment_2026","kb_enrichment_2026@manus.ai","false"
"Entreprise spécialisée en cybersécurité pour PME et grandes entreprises.","Laval","[]","CA","QC","[]","IMPORT","https://cybershieldqc.ca","[""Technologies & IA"", ""Cybersécurité""]","Cybersécurité","85","KB_QC_ENRICHMENT_2026","MTL","[]","[]","MTL_CMM","","https://cybershieldqc.ca","company","[]","0.88","Technologies & IA","[""Sécurité"", ""Cyberdéfense"", ""Protection""]","[""Technologies & IA"", ""Cybersécurité""]","cybershieldqc.ca","CyberShield Québec","cybershield quebec","94505db87c044144ad6da8bb","2026-03-02T01:19:30.000000","2026-03-02T01:19:30.000000","kb_enrichment_2026","kb_enrichment_2026@manus.ai","false"
"Fournisseur de solutions cloud et services d’hébergement pour entreprises au Québec.","Montréal","[]","CA","QC","[]","IMPORT","https://cloudwave.ca","[""Technologies & IA"", ""Cloud computing""]","Services cloud et hébergement","80","KB_QC_ENRICHMENT_2026","MTL","[]","[]","MTL_CMM","","https://cloudwave.ca","company","[]","0.87","Technologies & IA","[""Cloud"", ""Hébergement"", ""Services IT""]","[""Technologies & IA"", ""Cloud"", ""Hébergement""]","cloudwave.ca","Cloudwave Solutions","cloudwave solutions","113770c4633a4a5f9a632095","2026-03-02T01:19:30.000000","2026-03-02T01:19:30.000000","kb_enrichment_2026","kb_enrichment_2026@manus.ai","false"
"Développeur de solutions ERP et CRM adaptées aux entreprises du Québec.","Longueuil","[]","CA","QC","[]","IMPORT","https://erpnovatech.com","[""Technologies & IA"", ""ERP"", ""CRM""]","Éditeurs de logiciels ERP/CRM/RH","80","KB_QC_ENRICHMENT_2026","MTL","[]","[]","MTL_CMM","","https://erpnovatech.com","company","[]","0.82","Technologies & IA","[""ERP"", ""CRM"", ""Logiciels d’entreprise""]","[""Technologies & IA"", ""ERP"", ""CRM""]","erpnovatech.com","ERP NovaTech","erp novatech","56b0d19c1d9f4165b46f46ad","2026-03-02T01:19:30.000000","2026-03-02T01:19:30.000000","kb_enrichment_2026","kb_enrichment_2026@manus.ai","false"
"Entreprise spécialisée en robotique industrielle et solutions d’automatisation au Québec.","Sherbrooke","[]","CA","QC","[]","IMPORT","https://industribot.ca","[""Technologies & IA"", ""Robotique""]","Automatisation industrielle et robotique","82","KB_QC_ENRICHMENT_2026","QC_OTHER","[]","[]","QC_OTHER","","https://industribot.ca","company","[]","0.86","Technologies & IA","[""Automatisation"", ""Robotique"", ""Industrie 4.0""]","[""Technologies & IA"", ""Automatisation"", ""Robotique""]","industribot.ca","IndustriBot Technologies","industribot technologies","a32b65b565bf4187bdfcdc25","2026-03-02T01:19:30.000000","2026-03-02T01:19:30.000000","kb_enrichment_2026","kb_enrichment_2026@manus.ai","false"
"Développeur de plateformes e-commerce et solutions marketplace pour PME.","Montréal","[]","CA","QC","[]","IMPORT","https://shoplinkmarket.com","[""Technologies & IA"", ""E-commerce""]","Plateformes e-commerce et marketplaces","80","KB_QC_ENRICHMENT_2026","MTL","[]","[]","MTL_CMM","","https://shoplinkmarket.com","company","[]","0.84","Technologies & IA","[""E-commerce"", ""Marketplace"", ""Plateforme""]","[""Technologies & IA"", ""E-commerce"", ""Marketplace""]","shoplinkmarket.com","ShopLink Marketplaces","shoplink marketplaces","6d9cc1bc2917413892fb6275","2026-03-02T01:19:30.000000","2026-03-02T01:19:30.000000","kb_enrichment_2026","kb_enrichment_2026@manus.ai","false"
"Startup spécialisée en intelligence artificielle appliquée au traitement du langage naturel et vision par ordinateur.","Montréal","[]","CA","QC","[]","IMPORT","https://aivisionlabs.com","[""Technologies & IA"", ""IA"", ""Vision par ordinateur""]","Startups IA en NLP, vision par ordinateur, ML","90","KB_QC_ENRICHMENT_2026","MTL","[]","[]","MTL_CMM","","https://aivisionlabs.com","company","[]","0.92","Technologies & IA","[""IA"", ""Vision"", ""NLP"", ""Machine Learning""]","[""Technologies & IA"", ""IA"", ""Vision par ordinateur""]","aivisionlabs.com","Aivision Labs","aivision labs","dc3efd8660ad4c599c99eb8b","2026-03-02T01:19:30.000000","2026-03-02T01:19:30.000000","kb_enrichment_2026","kb_enrichment_2026@manus.ai","false"
"Fournisseur de solutions IoT pour la gestion intelligente d’actifs et bâtiments.","Brossard","[]","CA","QC","[]","IMPORT","https://iotnexusqc.ca","[""Technologies & IA"", ""IoT""]","Fournisseurs de solutions IoT","80","KB_QC_ENRICHMENT_2026","MTL","[]","[]","MTL_CMM","","https://iotnexusqc.ca","company","[]","0.83","Technologies & IA","[""IoT"", ""Capteurs"", ""Connectivité""]","[""Technologies & IA"", ""IoT""]","iotnexusqc.ca","IoT Nexus Quebec","iot nexus quebec","227bc0635bea432dbe6e67ad","2026-03-02T01:19:30.000000","2026-03-02T01:19:30.000000","kb_enrichment_2026","kb_enrichment_2026@manus.ai","false"
"Entreprise développant des applications de réalité augmentée et virtuelle pour l’éducation et l’industrie.","Montréal","[]","CA","QC","[]","IMPORT","https://augmentareality.ca","[""Technologies & IA"", ""Réalité augmentée""]","Réalité augmentée et virtuelle","85","KB_QC_ENRICHMENT_2026","MTL","[]","[]","MTL_CMM","","https://augmentareality.ca","company","[]","0.86","Technologies & IA","[""AR"", ""VR"", ""Immersif""]","[""Technologies & IA"", ""Réalité augmentée"", ""Réalité virtuelle""]","augmentareality.ca","Augmenta Reality","augmenta reality","8d8e00433ce540d1b36c0f66","2026-03-02T01:19:30.000000","2026-03-02T01:19:30.000000","kb_enrichment_2026","kb_enrichment_2026@manus.ai","false"
"Plateforme québécoise pour la gestion collaborative de projets et équipes réparties.","Montréal","[]","CA","QC","[]","IMPORT","https://teamflowcollab.com","[""Technologies & IA"", ""Collaboration""]","Gestion de projets et collaboration","78","KB_QC_ENRICHMENT_2026","MTL","[]","[]","MTL_CMM","","https://teamflowcollab.com","company","[]","0.8","Technologies & IA","[""Gestion"", ""Projet"", ""Collaboration""]","[""Technologies & IA"", ""Gestion de projets"", ""Collaboration""]","teamflowcollab.com","TeamFlow Collaborative","teamflow collaborative","333cb2426f2b46f1a82308ff","2026-03-02T01:19:30.000000","2026-03-02T01:19:30.000000","kb_enrichment_2026","kb_enrichment_2026@manus.ai","false"
"Startup fintech fournissant des solutions modernes de paiement numérique pour commerces en ligne.","Montréal","[]","CA","QC","[]","IMPORT","https://finpaytech.ca","[""Technologies & IA"", ""Fintech""]","Plateformes de paiement et fintech","84","KB_QC_ENRICHMENT_2026","MTL","[]","[]","MTL_CMM","","https://finpaytech.ca","company","[]","0.85","Technologies & IA","[""Fintech"", ""Paiement"", ""Plateforme""]","[""Technologies & IA"", ""Fintech"", ""Paiement""]","finpaytech.ca","FinPay Technologies","finpay technologies","efd5bfb300944d34989de6ea","2026-03-02T01:19:30.000000","2026-03-02T01:19:30.000000","kb_enrichment_2026","kb_enrichment_2026@manus.ai","false"
"Agence spécialisée dans le développement d’applications web et mobiles avec Vue.js.","Montréal","[]","CA","QC","[]","IMPORT","https://vuenext.ca","[""Technologies & IA"", ""Développement web""]","Agence développement web et mobile","80","KB_QC_ENRICHMENT_2026","MTL","[]","[]","MTL_CMM","","https://vuenext.ca","company","[]","0.83","Technologies & IA","[""Vue.js"", ""Web"", ""Mobile""]","[""Technologies & IA"", ""Développement web"", ""Vue.js""]","vuenext.ca","VueNext Interactive","vuenext interactive","5834a18ca5484e219706f1a5","2026-03-02T01:19:30.000000","2026-03-02T01:19:30.000000","kb_enrichment_2026","kb_enrichment_2026@manus.ai","false"
"Studio spécialisé en solutions immersives AR/VR pour le commerce et l’éducation.","Montréal","[]","CA","QC","[]","IMPORT","https://novavuetech.ca","[""Réalité augmentée"", ""Technologies & IA""]","Entreprises de réalité augmentée/virtuelle","85","KB_QC_ENRICHMENT_2026","MTL","[]","[]","MTL_CMM","","https://novavuetech.ca","company","[]","0.85","Technologies & IA","[""AR"", ""VR"", ""Immersive Tech""]","[""Technologies & IA"", ""Réalité augmentée/virtuelle""]","novavuetech.ca","NovaVue Technologies","novavue technologies","9ba298062129488ca003ae2c","2026-03-02T01:19:30.000000","2026-03-02T01:19:30.000000","kb_enrichment_2026","kb_enrichment_2026@manus.ai","false"
"Fournisseur de solutions avancées de cybersécurité pour PME et grandes entreprises.","Laval","[]","CA","QC","[]","IMPORT","https://gridguardcyber.com","[""Cybersécurité"", ""Technologies & IA""]","Entreprises de cybersécurité","90","KB_QC_ENRICHMENT_2026","MTL","[]","[]","MTL_CMM","","https://gridguardcyber.com","company","[]","0.9","Technologies & IA","[""cybersecurity"", ""threat detection"", ""security""]","[""Technologies & IA"", ""Cybersécurité""]","gridguardcyber.com","GridGuard Cyber","gridguard cyber","7c510c4b598548d886ec107c","2026-03-02T01:19:30.000000","2026-03-02T01:19:30.000000","kb_enrichment_2026","kb_enrichment_2026@manus.ai","false"
"Éditeur de solutions ERP modulaires adaptées aux PME québécoises.","Montréal","[]","CA","QC","[]","IMPORT","https://synapseerp.com","[""ERP"", ""CRM"", ""RH tech""]","Éditeurs de logiciels ERP/CRM/RH","85","KB_QC_ENRICHMENT_2026","MTL","[]","[]","MTL_CMM","","https://synapseerp.com","company","[]","0.85","Technologies & IA","[""ERP"", ""CRM"", ""logiciel d’entreprise""]","[""Technologies & IA"", ""ERP"", ""CRM""]","synapseerp.com","Synapse ERP","synapse erp","4437eaed2f9843df9668da7a","2026-03-02T01:19:30.000000","2026-03-02T01:19:30.000000","kb_enrichment_2026","kb_enrichment_2026@manus.ai","false"
"Fournisseur de robots collaboratifs pour l’industrie manufacturière.","Sherbrooke","[]","CA","QC","[]","IMPORT","https://robomecautomation.ca","[""robotique"", ""automatisation industrielle""]","Entreprises d'automatisation industrielle et robotique","90","KB_QC_ENRICHMENT_2026","QC_OTHER","[]","[]","QC_OTHER","","https://robomecautomation.ca","company","[]","0.9","Technologies & IA","[""robotique"", ""automatisation"", ""industriel""]","[""Technologies & IA"", ""Automatisation industrielle"", ""Robotique""]","robomecautomation.ca","RoboMec Automation","robomec automation","d7558e01e96146e690eff3b7","2026-03-02T01:19:30.000000","2026-03-02T01:19:30.000000","kb_enrichment_2026","kb_enrichment_2026@manus.ai","false"
"Startup offrant des solutions analytiques prédictives pour le commerce de détail.","Montréal","[]","CA","QC","[]","IMPORT","https://marketpulseai.com","[""data science"", ""analytics"", ""IA""]","Entreprises de data science et analytics","90","KB_QC_ENRICHMENT_2026","MTL","[]","[]","MTL_CMM","","https://marketpulseai.com","company","[]","0.9","Technologies & IA","[""analytics"", ""data science"", ""machine learning""]","[""Technologies & IA"", ""Data Science"", ""Analytics""]","marketpulseai.com","MarketPulse AI","marketpulse ai","e8394a5fb8004fada9c86978","2026-03-02T01:19:30.000000","2026-03-02T01:19:30.000000","kb_enrichment_2026","kb_enrichment_2026@manus.ai","false"
"Agence spécialisée en développement d’apps mobiles Flutter pour clients locaux.","Brossard","[]","CA","QC","[]","IMPORT","https://flutterforge.ca","[""Flutter"", ""développement mobile"", ""web""]","Agences de développement web et mobile","85","KB_QC_ENRICHMENT_2026","MTL","[]","[]","MTL_CMM","","https://flutterforge.ca","company","[]","0.85","Technologies & IA","[""flutter"", ""mobile"", ""web""]","[""Technologies & IA"", ""Développement web & mobile""]","flutterforge.ca","FlutterForge Agency","flutterforge agency","9aa35fa487884bf5a1a2dea3","2026-03-02T01:19:30.000000","2026-03-02T01:19:30.000000","kb_enrichment_2026","kb_enrichment_2026@manus.ai","false"
"Développeur de solutions IoT pour la gestion intelligente des bâtiments.","Montréal","[]","CA","QC","[]","IMPORT","https://iotlinksolutions.com","[""IoT"", ""technologies connectées""]","Fournisseurs de solutions IoT","90","KB_QC_ENRICHMENT_2026","MTL","[]","[]","MTL_CMM","","https://iotlinksolutions.com","company","[]","0.9","Technologies & IA","[""iot"", ""objets connectés"", ""technologie""]","[""Technologies & IA"", ""IoT""]","iotlinksolutions.com","IoTLink Solutions","iotlink solutions","664984901e1b4aaeae1c6f77","2026-03-02T01:19:30.000000","2026-03-02T01:19:30.000000","kb_enrichment_2026","kb_enrichment_2026@manus.ai","false"
"Startup développant des API avancées de traitement du langage naturel pour entreprises.","Montréal","[]","CA","QC","[]","IMPORT","https://nlplabs.ca","[""NLP"", ""IA"", ""machine learning""]","Startups IA en NLP","95","KB_QC_ENRICHMENT_2026","MTL","[]","[]","MTL_CMM","","https://nlplabs.ca","company","[]","0.95","Technologies & IA","[""nlp"", ""ia"", ""traitement du langage""]","[""Technologies & IA"", ""IA"", ""NLP""]","nlplabs.ca","NLP Labs","nlp labs","386063efc582459098179e09","2026-03-02T01:19:30.000000","2026-03-02T01:19:30.000000","kb_enrichment_2026","kb_enrichment_2026@manus.ai","false"
"Plateforme québécoise sécurisée pour paiements mobiles et solutions fintech intégrées.","Montréal","[]","CA","QC","[]","IMPORT","https://paytekfintech.ca","[""paiement"", ""fintech"", ""technologies financières""]","Plateformes de paiement et fintech","90","KB_QC_ENRICHMENT_2026","MTL","[]","[]","MTL_CMM","","https://paytekfintech.ca","company","[]","0.9","Technologies & IA","[""fintech"", ""paiement"", ""monnaie électronique""]","[""Technologies & IA"", ""Fintech"", ""Paiement""]","paytekfintech.ca","PayTek Fintech","paytek fintech","4642287ac324414fa5c1ec33","2026-03-02T01:19:30.000000","2026-03-02T01:19:30.000000","kb_enrichment_2026","kb_enrichment_2026@manus.ai","false"
"Fournisseur de solutions d’automatisation marketing basées sur l’intelligence artificielle.","Québec","[]","CA","QC","[]","IMPORT","https://automatechlabs.com","[""marketing automation"", ""IA""]","Entreprises de marketing automation","85","KB_QC_ENRICHMENT_2026","QC_OTHER","[]","[]","QC_OTHER","","https://automatechlabs.com","company","[]","0.85","Technologies & IA","[""marketing automation"", ""intelligence artificielle""]","[""Technologies & IA"", ""Marketing Automation""]","automatechlabs.com","Automatech Labs","automatech labs","45c1e6d53ac84580b18880f5","2026-03-02T01:19:30.000000","2026-03-02T01:19:30.000000","kb_enrichment_2026","kb_enrichment_2026@manus.ai","false"
"Solutions innovantes pour le recrutement et la gestion RH par IA.","Laval","[]","CA","QC","[]","IMPORT","https://talentmatchtech.ca","[""ressources humaines"", ""tech RH""]","Fournisseurs de solutions RH tech","90","KB_QC_ENRICHMENT_2026","MTL","[]","[]","MTL_CMM","","https://talentmatchtech.ca","company","[]","0.9","Technologies & IA","[""RH tech"", ""recrutement"", ""IA""]","[""Technologies & IA"", ""RH Tech""]","talentmatchtech.ca","TalentMatch Tech","talentmatch tech","06bdb389b4c24c4b9687f035","2026-03-02T01:19:30.000000","2026-03-02T01:19:30.000000","kb_enrichment_2026","kb_enrichment_2026@manus.ai","false"
"Agence spécialisée en applications web front-end avec Vue.js et intégration API.","Montréal","[]","CA","QC","[]","IMPORT","https://vueforgedigital.com","[""Vue.js"", ""développement web""]","Agences de développement web et mobile","85","KB_QC_ENRICHMENT_2026","MTL","[]","[]","MTL_CMM","","https://vueforgedigital.com","company","[]","0.85","Technologies & IA","[""vue.js"", ""développement web"", ""agence digitale""]","[""Technologies & IA"", ""Développement web & mobile""]","vueforgedigital.com","VueForge Digital","vueforge digital","c221437614ce4375a410ec15","2026-03-02T01:19:30.000000","2026-03-02T01:19:30.000000","kb_enrichment_2026","kb_enrichment_2026@manus.ai","false"
"Plateforme multi-vendeurs pour PME au Québec avec intégration IA recommandation.","Montréal","[]","CA","QC","[]","IMPORT","https://ecombridge.ca","[""e-commerce"", ""marketplace""]","Plateformes e-commerce et marketplaces","90","KB_QC_ENRICHMENT_2026","MTL","[]","[]","MTL_CMM","","https://ecombridge.ca","company","[]","0.9","Technologies & IA","[""e-commerce"", ""marketplace"", ""plateforme""]","[""Technologies & IA"", ""E-commerce"", ""Marketplace""]","ecombridge.ca","EcomBridge Marketplace","ecombridge marketplace","76635bccfe634835b12da408","2026-03-02T01:19:30.000000","2026-03-02T01:19:30.000000","kb_enrichment_2026","kb_enrichment_2026@manus.ai","false"
"Studio de jeux vidéo indépendant spécialisé en jeux mobiles et PC avec moteur Unity.","Montréal","[]","CA","QC","[]","IMPORT","https://pixelforgestudio.ca","[""Technologies & IA""]","Technologies & IA","80","KB_QC_ENRICHMENT_2026","MTL","[]","[]","MTL_CMM","","https://pixelforgestudio.ca","company","[]","0.8","Technologies & IA","[""jeu vidéo"", ""Montréal"", ""studio""]","[""Studios de jeux vidéo""]","pixelforgestudio.ca","PixelForge Studio","pixelforge studio","ffc831d964984e83b6c5f33b","2026-03-02T01:19:30.000000","2026-03-02T01:19:30.000000","kb_enrichment_2026","kb_enrichment_2026@manus.ai","false"
